"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","way","176911625","35.4812706","-97.5011437","","","","Oklahoma City","","","","700","73104","","Northeast 13th Street","","","hospital","","","","","","","","","","","","","","","","","","","350","","","","","yes","","","","","","hospital","","","","","","","","","","OU Medical Center","","","","","","","","","24/7","","","","","","","","","","","Presbyterian Hospital","OU Medicine","","","","","","","","","","","+1 405 271 4700","","","","","","","","","","","","","","https://www.oumedicine.com/ou-medical-center","","Q7073144",""
"","","","","","way","178902915","41.2657209","-96.2114726","","","","","","","","717","68022","","North 190th Plaza","","","hospital","","","","","","","","","office","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","717 Medical  Office Bldg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bing","","","","https://bestcare.org/mhsbase/mhs.cfm/SRC=SP/SRCN=hosp_detail/GnavID=28/hospid=21","","",""
"","","","","","way","178903590","41.2646746","-96.2122953","","","","","","","","700","68022","","North 190th Plaza","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","1","","","","Methodist Women's Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bing","","","","https://bestcare.org/mhsbase/mhs.cfm/SRC=SP/SRCN=hosp_detail/GnavID=28/hospid=21","","",""
"","","","","","way","186838135","41.2433539","-95.9730245","","","","Omaha","","","","4101","68105","","Woolworth Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","veteran","","","","","Omaha VA Medical Center","","","","","","","","","","","","","","","","","","","","","Veterans Health Administration","","","","","","VA","Q6580225","","government","","+1 800 451 5796","","","","","","","","","","bing","","VA","","https://www.nebraska.va.gov/","","",""
"","","","","","way","191858185","32.4422646","-104.2575936","","","","Carlsbad","","","","2430","88220","NM","West Pierce Street","","","hospital","","","","","","","","","","","","","","","","","","","115","","","","","yes","","","","","","hospital","","","","","","","","","","Carlsbad Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 887 4100","","","","","","","","","","","","","","https://www.carlsbadmedicalcenter.com/","","",""
"","","","","","way","192285485","44.7566706","-108.7709244","","","","Powell","","","","777","82435","WY","Avenue H","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794900","","hospital","","","","","","","","","","Powell Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 754 2267","","","","","","","","","","bing","","","","https://www.pvhc.org/","","",""
"","","","","","way","192406859","47.3188397","-106.911255","","","","Jordan","","","","332","59337","MT","Leavitt Avenue","","","hospital","","","","","","","","","hospital","","","","","","","","","","","","","","","yes","","","","1715943","","hospital","","","","","","","","","","Garfield County Health Center","","","","","","","","","24/7","","","","","","","","","","","","Garfield County","","","","","","","","","government","","+1 406 557 2500","","","","","","","","","","","","","","http://www.garfieldco.us/garfield-county-health-center.html","","",""
"","","","","","way","193357770","38.9369465","-94.7263366","","","","Overland Park","","","","10500","66215","","Quivira Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2098830","","hospital","","yes","","","","","","","","Overland Park Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","HCA","","","","","","","Q1630431","en:HCA Healthcare","","","+1 913 541 5000","","","","","","","","","","","","","","https://oprmc.com/","yes","Q111939565",""
"","","","","","way","200530601","37.8181584","-96.8585619","","","","El Dorado","","","","720","67042","","West Central Avenue","","","hospital","","","","","","","","","","","","","2025-10-21","","","","","","74","","","","","yes","","","","","","hospital","","","","","","","","","","Susan B. Allen Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 316 321 3300","","","","","","","","","","","","","","http://www.sbamh.com/","","",""
"","","","","","way","200898174","36.7250339","-97.0688493","","","","Ponca City","","","","1900","74601","","North 14th Street","","","hospital","","","","","","","","","","","","","","","","","","","140","","","","","yes","","","","","","hospital","","","","","","","","","","AllianceHealth Ponca City","","","","","","","","","24/7","","","","","","","","","","","Ponca City Medical Center","","","","","","","","","","","","+1 580 765 3321","","","","","","","","","","","","","","https://www.alliancehealthponcacity.com/","","",""
"","","","","","way","203312799","37.132912","-97.0382861","","","","Arkansas City","","","","6401","67005","","Patterson Parkway","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","South Central Kansas Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 620 442 2500","","","","","","","","","","bing","","SCKMC","","http://www.sckrmc.org/","","",""
"","","","","","way","203689594","35.7585979","-109.0471784","","","","Fort Defiance","","","","","86504","","Navajo Route 7","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Tséhootsooí Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Fort Defiance Indian Hospital Board","","","","","","","","","","","+1 928 729 8000","","","","","","","","","","","","","","https://fdihb.org/","","",""
"","","","","","way","205166719","37.2451236","-96.9822427","","","","Winfield","","","","1300","67156","","East 5th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","William Newton Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 620 221 2300","","","","","","","","","","bing","","","","https://www.wnhcares.org/","","",""
"","","","","","way","210811852","35.752947","-95.4053547","","","","Muskogee","","","","300","74401","OK","Rockefeller Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Saint Francis Hospital Muskogee","","","","","","","","","24/7","","","","","","","","","","","Muskogee Regional Medical Center","Saint Francis Health System","","","","","","","","","religious","","+1 918 682 5501","","","","","","","","","","","","","","http://www.eastarhealth.com/","","",""
"","","","","","way","216032664","39.0527126","-95.6960568","","","","Topeka","","","","1500","66606","KS","Southwest 10th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","586","","","","","yes","","","","478741","","hospital","","","","","","","","","","Stormont Vail Health","","","","","","","","","24/7","","","","","","","","","","","Christ Hospital","","","","","","","","","","","","+1 785 354 6000","","","","","","","","","","esri_USDOT_Kansas","","","","https://www.stormontvail.org/","","","en:Stormont Vail Health"
"","","","","","way","218978291","38.9788612","-95.2493652","","","","Lawrence","","","","325","66044","KS","Maine Street","","","hospital","","","","","","","","","","","","","","","","","","","173","","","","","yes","","","","479146","","hospital","","","","","","","","","","Lawrence Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 785 505 5000","","","","","","","","","","","","","","https://www.lmh.org/","","",""
"","","","","","way","222216883","41.8864556","-103.6634117","","","","Scottsbluff","","","","4021","69361","","Avenue B","","","hospital","","","","","","","","","","","","","","","","","","","188","","","","","yes","","","","","","hospital","","","","","","","","","","Regional West Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Regional West Health Services","","","","","","","","","","","+1 308 635 3711","","","","","","","","","","","","","","https://www.rwhs.org/","","",""
"","","","","","way","223325605","36.752061","-95.9397083","","","","Bartlesville","","","","3500","74006","","Southeast Frank Phillips Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","140","","","","","yes","","","","","","hospital","","","","","","","","","","Jane Phillips Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Ascension","","","","","","","","","","","+1 918 333 7200","","","","","","","","","","","","","","https://www.stjohnhealthsystem.com/jane-phillips","","",""
"","","","","","way","224226981","41.3122272","-105.5558129","","","","Laramie","","","","255","82072","WY","North 30th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Ivinson Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 742 2141","","","","","","","","","","","","","","https://www.ivinsonhospital.org/","","",""
"","","","","","way","225757776","41.1216559","-100.770169","","","","North Platte","","","","601","69101","","West Leota Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1838553","","hospital","","","","","","","","","","Great Plains Health","","","","","","","","","","","","","","","","","","","","Great Plains Regional Medical Center","","","","","","","","","","","","+1-308-696-8000","","","","","","","","","","Bing","","","","https://www.gphealth.org/","","",""
"","","","","","way","229683235","34.7782255","-96.6325761","","","","Ada","","","","430","74820","","North Monte Vista Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1803805","","hospital","","","","","","","","","","Mercy Hospital Ada","","","","","","","","","24/7","","","","","","","","","","","Valley View Regional Hospital","","","","","","","","","","","","+1 580 332 2323","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-hospital-ada","","",""
"","","","","","way","230925665","41.1404066","-104.8160309","","","","Cheyenne","","","CRMC or Cheyenne Regional Medical Center;CRMC Emergency Entrance","214","82001","WY","East 23rd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Cheyenne Regional Medical Center","","","","","","","CRMC has 12 locations in Cheyenne, and has built new buildings not currently shown here. It is the only hospital in the city. A new ER extends to Warren, and can be accessed on East 23rd Street by October 2013.","","","","","","","","","","","","","","","","","","","","","","","","","+1-307-634-2273","","","","","","","","","","local knowledge, visit opening, website","","","","https://www.cheyenneregional.org/","yes","Q5094598",""
"","","","","","way","232334393","41.1651353","-104.8101214","","","","Cheyenne","","","Cheyenne Medical Specialists PC clinic","5050","82009","WY","Powderhouse Road","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Cheyenne Medical Specialists","","","","","","","Mon-Fri 8-5, part of Colorado Health Medical Group","","","","","","","","","","","","","","","","","","","","","","","","","+1-307-634-1311","","","","","","","","","","","","","","http://www.cmsmed.com","","",""
"","","","","","way","236036193","41.1480816","-104.786143","","","","Cheyenne","","","","2360","82001","WY","East Pershing Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Cheyenne Veterans Affairs Medical Center","","","","","","","888 483 9127 for VA wvc.wyo.gov/ veterans assistance wvc.wyo.gov/","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 778 7550","","","","","","","","","","local_knowledge, bing lines, 3 websites, VA","","","","https://www.cheyenne.va.gov/","yes","",""
"","","","","","way","260047870","35.1567365","-103.7225149","","","","Tucumcari","","","","301","88401","NM","East Miel de Luna Avenue","Dr. Dan C. Trigg Memorial Hospital","","hospital","","","","","","","","","yes","","1247 ","4,091 ft","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Dr Dan C Trigg Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-575-461-7000","","","","","","","","","","","","","","https://danctrigg-memorial-hospital.phs.org/pages/default.aspx","yes","","en:Presbyterian Health Services"
"","","","","","way","264974194","34.5204496","-97.9763392","","","","Duncan","","","","1407","73533","","North Whisenant Drive","","","hospital","","","","","","","","","hospital","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Duncan Regional Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-580-252-5300","","","","","","","","","","","","","","https://www.duncanregional.com/","","",""
"","","","","","way","288816358","43.6271516","-116.2823141","","","","Boise","","","","8050","83704","ID","West Northview Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","psychiatry","","","Safe Haven Hospital of Treasure Valley","","","","","","","","","","","","","","","","","","","","Boise Behavioral Health Hospital","","","","","","","","","","","","+1 208 327 0504","","","","","","","","","","","","","","https://www.safehavenhealthcare.org/services/psychiatric-hospital/","","",""
"","","","","","way","308299381","44.828276","-106.9837605","","","","Sheridan","","","","1898","82801","WY","Fort Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","veteran","","","","","Sheridan VA Medical Center","","","","","","","","","","","","","","","","","","","","","Veterans Health Administration","","","","","","VA","Q6580225","","","","+1 307 672 3473","","","","","","","","","","","","VA","","https://www.sheridan.va.gov/","","Q28153614",""
"","","","","","way","317984589","36.7288416","-102.5181816","","","","Boise City","","","","100","73933","","South Ellis Avenue","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","2695730","","hospital","","","","","","","","","","Cimarron Memorial Hospital and Nursing Home","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 544 2501","","","","","","","","","","","","","","https://cimarronmemorialhospital.org/","","",""
"","","","","","way","324879169","43.6534014","-116.6949839","","","","Caldwell","","","","1717","83605-5407","ID","Arlington Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","West Valley Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-208-459-4641","","","","","","","","","","","","","","https://westvalleymedctr.com/","yes","Q125559895",""
"","","","","","way","332145225","44.5268524","-109.0735979","","","","Cody","","","","707","82414","WY","Sheridan Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","West Park Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 527 7501","","","","","","","","","","","","","","http://www.westparkhospital.org/","","",""
"","","","","","way","335691619","40.5244426","-101.6504621","","","","Imperial","","","","600","69033","","West 12th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1838848","","hospital","","","","","","","","","","Chase County Community Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 882 7111","","","","","","","","","","","","","","https://www.chasecountyhospital.com/","","",""
"","","","","","way","339253039","47.8204671","-110.6722513","","","","Fort Benton","US","","","1501","59442","MT","Saint Charles Street","","","hospital","","","","","","","","","hospital","tan","","","","","","","","","","","","","","yes","","","","","","","","","","","","2","","","","Benefis Missouri River Medical Center","","","","","","","","","","","","","","","","","","","","","Benefis Health System","","#5A3E2B","","","1886","","","","","","","","","","","","","","","","","","","","https://www.benefis.org/missouri-river-medical-center/benefis-missouri-river-medical-center","","",""
"","","","","","way","340222963","42.134642","-98.0299222","","","","Neligh","","","","102","68756","","West 9th Street","","","hospital","","","","","","","","","","","","","","","","","","","23","","","","","yes","","","","1874372","","hospital","","","","","","","","","","Antelope Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 402 887 4151","","","","","","","","","","","","","","https://www.amhne.org/","","",""
"","","","","","way","344616070","35.6232458","-105.2106815","","","","Las Vegas","","","","104","87701","NM","Legion Drive","Alta Vista Hospital","","hospital","","","","","","","","","","","","","","","","","","","54","","","","","yes","","","","","","hospital","","","","","","","emergency","","","Alta Vista Regional Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-505-426-3500","","","","","","","","","","","","","","http://www.altavistaregionalhospital.com","","",""
"","","","","","way","346968027","36.6918754","-101.4761908","","","","Guymon","","","","520","73942","","Medical Drive","","","hospital","","","","","","","","","","","","","","","","","","","47","","","","","yes","","","","","","hospital","","","","","","","","","","Memorial Hospital of Texas County","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 338 6515","","","","","","","","","","","","","","https://www.mhtcguymon.org/","","",""
"","","","","","way","348812002","36.6535504","-95.1564593","","","","Vinita","","","","735","74301","","North Foreman Street","","","hospital","","","","","","","","","","","","","","","","","","","55","","","","","yes","","","","","","hospital","","","","","","","","","","Saint Francis Hospital Vinita","","","","","","","","","24/7","","","","","","","","","","","Craig General Hospital","Saint Francis Health System","","","","","","","","","","","+1 918 256 7551","","","","","","","","","","","","","","https://www.saintfrancis.com/vinita/","","",""
"","","","","","way","350242377","34.2312729","-95.6148854","","","","Antlers","","","","510","74523","","East Main Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Pushmataha Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 298 3341","","","","","","","","","yes","","","","","http://www.pushhospital.com/","yes","",""
"","","","","","way","361493599","42.6205745","-113.6862373","","","","Rupert","","","","1224","83350","ID","8th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","373971","","hospital","","","","","","","","","","Minidoka Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208 436 0481","","","","","","","","","","","","","","http://www.minidokamemorial.com/","","",""
"","","","","","way","385364161","40.3916461","-95.8532522","","","","Auburn","","","","2022","68305","","13th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1883818","","hospital","","","","","","","","","","Nemaha County Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 274 4366","","","","","","","","","","","","","","http://www.nchnet.org/","","",""
"","","","","","way","386546670","42.8715366","-109.8525751","","","","Pinedale","","","","615","82941","WY","East Hennick Street","","","hospital","","","","","","","","","","","","","2025-06-20","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","","","","","","","","This way was erroneously deleted. The structure of the hospital us up & exterior construction is largely complete.","2025-08-04","","","","","","","","","","","","","Sublette County Hospital District","","","","","","","","","","","","","","","","","","","","","","","","","https://sublettehospitaldistrict.org","","",""
"","","","","","way","398069431","35.2301229","-97.4393145","","","","Norman","","","","901","73071","","North Porter Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Norman Regional Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 405 307 1000","","","","","","","","","","","","","","https://www.normanregional.com","","Q17039774",""
"","","","","","way","399620978","41.2397909","-96.0311259","","","","Omaha","","","","7500","68124","","Mercy Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","827339","","hospital","","","","","","","","","","CHI Health Creighton University Medical Center - Bergan Mercy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 398 6060","","","","","","","","","","","","Bergan Mercy Hospital","","https://www.chihealth.com/chi-health-bergan-mercy","","",""
"","","","","","way","403470620","45.6695958","-111.0209494","","","","Bozeman","","","","915","59715","MT","Highland Boulevard","","","hospital","","","","","","","","","","","","","2024-06-19","","","","","","","","","","","yes","","","","1737987","","hospital","","","","","","","","","","Bozeman Deaconess Hospital","","","","","","","Define non-offset Hospital land use for MapBox base map.","","24/7","","","","","","","","","","","","Bozeman Health","","","","","","","","","","","+1 406 414 5000","","","","","","","","","","","","","","https://www.bozemanhealth.org/","","",""
"","","","","","way","403754644","40.2052781","-100.6084325","","","","McCook","","","","1301","69001","","East H Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1841197","","hospital","","","","","","","","","","Community Hospital - McCook","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 344 2650","","","","","","","","","","Mapbox","","","","https://chmccook.org/","","",""
"","","","","","way","403789987","41.2692933","-96.2360458","","","","Elkhorn","","","","1130","68022","","North 204th Avenue","","","hospital","","","","","","","","","office","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","CHI Health Family Clinic","","","","","","","","","Mo 07:00-17:00; Tu 07:00-19:00; We 08:00-17:30; Th,Fr 08:00-17:00","","","","","","","","","","","","Catholic Health Initiatives","","","","","","CHI","Q5053168","","","","+1 402 758 5452","","","","","","","","","","Mapbox","","","","https://www.chihealth.com/body.cfm?id=6141&CFID=54117817&CFTOKEN=54789404","","",""
"","","","","","way","405585411","47.4907324","-111.261775","","","","Great Falls","","","","1101","59405","MT","26th Street South","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","770500","","hospital","","","","","","","","","","Benefis East","","","","","","","","","24/7","","","","","","","","","","","","Benefis Health System","","","","","","","","","","","+1 406 455 5000","","","","","","","","","","","","","","https://www.benefis.org/","","",""
"","","","","","way","406694232","42.7587801","-105.3805838","","","","Douglas","","","","111","82633","WY","South 5th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794882","","","","","","","","","","","","Memorial Hospital of Converse County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 358 2122","","","","","","","","","","www.conversehospital.com","","","","https://www.conversehospital.com/","","",""
"","","","","","way","425663103","40.6564019","-95.8625045","","","","Nebraska City","","","","1301","68410","","Grundman Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","CHI Health Saint Mary's","","","","","","","","","","","","","","","","","","","","","Catholic Health Initiatives","","","","","","CHI","Q5053168","en:Catholic Health Initiatives","private","","+1 402 873 3321","","","","","","","","","","USGS Large Scale Imagery","","","","http://chihealthstmarys.com/","","",""
"","","","","","way","432043137","47.7162236","-104.1729088","","","","Sidney","","","","216","59270","MT","14th Avenue Southwest","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Sidney Health Center","","","","","","","","","24/7","","","","","","","","","","","","Sidney Health Center","","","","","","","","","","","+1 406 488 2100","","","","","","","","","","","","","","https://www.sidneyhealth.org/","yes","",""
"","","","","","way","436339483","36.3082391","-95.3045015","","","","Pryor","","","","111","74361","","North Bailey Street","","","hospital","","","","","","","","","","","","","","","","","","","48","","","","","yes","","","","","","hospital","","","","","","","","","","Hillcrest Hospital Pryor","","","","","","","","","24/7","","","","","","","","","","","Mayes County Medical Center","Hillcrest HealthCare System","","","","","","","","","","","+1 918 825 1600","","","","","","","","","","","","","","https://hillcrestpryor.com/","","",""
"","","","","","way","438745456","36.1151991","-97.0741146","","","","Stillwater","","","","1323","74074","","West 6th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","16","","","","","yes","","","","","","hospital","","","","","","","","","","Stillwater Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 372 1480","","","","","","","","","","Bing","","","","https://www.stillwater-medical.org/","","",""
"","","","","","way","438872791","48.1153669","-105.1924801","","","","Poplar","","","","211","59255","MT","H Street","","","hospital","","","","","","","","","","","","","","","","","","","22","","","","","yes","","","","","","hospital","","","","","","","","","","Poplar Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","Northeast Montana Health Services","","","","","","","","","","","+1 406 768 6100","","","","","","","","","","","","","","https://www.nemhs.net/","","",""
"","","","","","way","440804961","43.4807798","-110.7506216","","","","Jackson","","","","625","83001","WY","Broadway","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794885","","hospital","","","","","","","","","","Saint John's Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 733 3636","","","","","","","","","","","","","","https://www.tetonhospital.org/","","",""
"","","","","","way","444344471","41.142954","-104.7840801","","","","Cheyenne","","","","2600","82001","WY","East 18th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","1608528","","hospital","","","","","","","","","","Cheyenne Regional Medical Center East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 634 2273","","","","","","","","","","","","","","https://cheyenneregional.org/sites/cheyenne-regional-medical-center-east-campus/","","",""
"","","","","","way","444348959","42.0827691","-104.1926806","","","","Torrington","","","","2000","82240","WY","Campbell Drive","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","1794896","","hospital","","","","","","","","","","Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","Banner Health","","","","","","","","","","","+1 307 532 4181","","","","","","","","","","","","","","https://www.bannerhealth.com/locations/torrington/community-hospital","","",""
"","","","","","way","444351800","42.0498094","-104.9608883","","","","Wheatland","","","","201","82201","WY","14th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794897","","hospital","","","","","","","","","","Platte County Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 322 3636","","","","","","","","","","","","","","https://www.bannerhealth.com/locations/wheatland/platte-county-memorial-hospital","","",""
"","","","","","way","444356581","42.7531897","-104.4453514","","","","Lusk","","","","921","82225","WY","South Ballancee","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794889","","hospital","","","","","","","","","","Niobrara County Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 334 4000","","","","","","","","","","","","","","https://niobrarahospital.com/","","",""
"","","","","","way","444358862","41.7869412","-107.2616852","","","","Rawlins","","","","2221","82301","WY","West Elm Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794891","","hospital","","","","","","","","","","Memorial Hospital of Carbon County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 324 2221","","","","","","","","","","","","","","https://www.imhcc.com/","","",""
"","","","","","way","444420245","42.8205721","-108.7267577","","","","Lander","","","","1320","82520","WY","Bishop Randall Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","SageWest Health Care – Lander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 332 4420","","","","","","","","","","","","","","https://www.sagewesthealthcare.com/","","",""
"","","","","","way","444442880","44.3507912","-106.7072545","","","","Buffalo","","","","497","82834","WY","West Lott Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794880","","hospital","","","","","","","","","","Johnson County Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 684 5521","","","","","","","","","","","","","","https://www.jchealthcare.com/","","",""
